x,operator,y,=,z
83,+,29,=,112
90,+,37,=,127
36,+,47,=,83
5,+,72,=,77
56,*,91,=,5096
23,/,1,=,23
50,-,29,=,21
92,+,88,=,180
20,/,5,=,4
30,/,5,=,6
17,-,95,=,-78
28,+,96,=,124
82,-,97,=,-15
30,/,6,=,5
37,/,1,=,37
83,*,33,=,2739
73,+,14,=,87
76,-,67,=,9
2,+,98,=,100
13,/,13,=,1
27,*,55,=,1485
27,*,57,=,1539
6,/,2,=,3
27,-,17,=,10
97,+,86,=,183
20,-,29,=,-9
82,/,82,=,1
49,-,74,=,-25
6,-,29,=,-23
72,*,99,=,7128
48,-,36,=,12
94,-,71,=,23
56,*,100,=,5600
9,*,87,=,783
23,-,28,=,-5
57,+,93,=,150
79,-,84,=,-5
53,*,40,=,2120
69,*,6,=,414
27,-,41,=,-14
38,-,90,=,-52
71,+,68,=,139
66,/,33,=,2
43,+,6,=,49
65,*,42,=,2730
65,*,54,=,3510
63,-,48,=,15
38,-,3,=,35
32,/,8,=,4
86,-,92,=,-6
49,+,62,=,111
9,-,95,=,-86
52,/,4,=,13
70,+,5,=,75
60,/,20,=,3
5,/,1,=,5
47,/,1,=,47
57,+,25,=,82
25,-,79,=,-54
29,/,29,=,1
92,+,71,=,163
72,-,100,=,-28
12,*,2,=,24
30,-,1,=,29
1,/,1,=,1
68,*,8,=,544
90,+,66,=,156
26,-,10,=,16
10,/,1,=,10
30,+,52,=,82
87,/,87,=,1
89,-,28,=,61
51,*,39,=,1989
70,/,14,=,5
17,+,49,=,66
55,/,55,=,1
33,*,90,=,2970
45,/,15,=,3
98,/,1,=,98
51,+,83,=,134
48,/,3,=,16
30,-,8,=,22
81,-,99,=,-18
95,+,19,=,114
22,/,22,=,1
11,+,33,=,44
31,*,14,=,434
53,*,44,=,2332
56,+,31,=,87
15,*,43,=,645
80,/,16,=,5
98,+,50,=,148
62,/,1,=,62
51,*,12,=,612
77,*,14,=,1078
11,-,82,=,-71
35,/,35,=,1
80,+,56,=,136
77,*,22,=,1694
39,*,31,=,1209
26,*,100,=,2600
29,/,29,=,1
4,*,70,=,280
18,-,43,=,-25
88,-,33,=,55
68,-,68,=,0
94,/,2,=,47
19,/,19,=,1
54,+,13,=,67
12,+,68,=,80
16,-,44,=,-28
6,*,27,=,162
86,+,16,=,102
20,-,41,=,-21
74,*,95,=,7030
48,*,100,=,4800
20,/,1,=,20
18,-,12,=,6
27,+,20,=,47
27,/,9,=,3
39,/,13,=,3
7,-,86,=,-79
87,/,29,=,3
54,*,38,=,2052
10,-,30,=,-20
84,+,96,=,180
94,+,1,=,95
97,/,97,=,1
20,*,73,=,1460
88,/,22,=,4
76,-,50,=,26
95,+,72,=,167
61,+,54,=,115
41,-,60,=,-19
57,-,10,=,47
60,-,67,=,-7
82,+,18,=,100
50,/,1,=,50
41,/,1,=,41
65,+,67,=,132
58,*,69,=,4002
96,*,55,=,5280
85,+,40,=,125
22,-,83,=,-61
54,+,31,=,85
49,-,75,=,-26
49,/,7,=,7
81,+,15,=,96
30,*,53,=,1590
89,*,56,=,4984
87,+,96,=,183
30,+,63,=,93
33,*,10,=,330
79,+,79,=,158
86,/,2,=,43
79,+,87,=,166
68,*,13,=,884
89,-,26,=,63
79,+,52,=,131
86,/,43,=,2
25,/,5,=,5
55,*,100,=,5500
58,*,87,=,5046
83,+,11,=,94
18,+,77,=,95
1,*,65,=,65
6,-,42,=,-36
52,*,4,=,208
50,*,1,=,50
14,-,1,=,13
7,*,8,=,56
85,+,55,=,140
57,/,19,=,3
13,/,13,=,1
26,-,6,=,20
11,+,13,=,24
75,-,70,=,5
45,*,39,=,1755
73,/,73,=,1
42,*,61,=,2562
70,/,5,=,14
45,/,15,=,3
42,+,18,=,60
49,-,24,=,25
20,/,20,=,1
32,/,4,=,8
41,+,50,=,91
55,*,55,=,3025
50,+,37,=,87
15,*,66,=,990
78,-,1,=,77
84,+,54,=,138
46,-,92,=,-46
99,+,10,=,109
1,-,1,=,0
65,+,44,=,109
81,*,43,=,3483
16,-,37,=,-21
7,-,97,=,-90
22,/,22,=,1
22,*,77,=,1694
22,-,86,=,-64
14,+,24,=,38
41,-,41,=,0
25,+,13,=,38
78,/,1,=,78
90,-,70,=,20
14,/,7,=,2
45,*,88,=,3960
27,/,27,=,1
8,+,82,=,90
60,-,81,=,-21
41,*,60,=,2460
17,+,9,=,26
29,+,61,=,90
50,*,26,=,1300
84,+,1,=,85
72,/,9,=,8
80,/,8,=,10
16,*,25,=,400
77,/,7,=,11
33,*,30,=,990
47,*,18,=,846
99,-,68,=,31
35,+,24,=,59
45,/,9,=,5
88,-,20,=,68
93,/,3,=,31
62,*,61,=,3782
76,+,62,=,138
87,*,93,=,8091
65,+,25,=,90
64,*,31,=,1984
33,+,23,=,56
20,/,10,=,2
66,-,10,=,56
83,+,31,=,114
82,*,79,=,6478
97,+,69,=,166
73,/,73,=,1
78,-,46,=,32
14,/,2,=,7
83,*,65,=,5395
92,*,75,=,6900
71,*,22,=,1562
60,*,100,=,6000
41,+,14,=,55
10,+,63,=,73
31,-,37,=,-6
2,/,2,=,1
53,-,54,=,-1
38,/,2,=,19
7,/,1,=,7
14,*,14,=,196
76,+,98,=,174
3,*,64,=,192
37,*,65,=,2405
73,*,2,=,146
53,*,93,=,4929
77,*,56,=,4312
56,+,43,=,99
34,/,34,=,1
39,+,11,=,50
72,+,29,=,101
49,-,7,=,42
90,*,62,=,5580
37,-,89,=,-52
60,-,77,=,-17
11,*,33,=,363
42,-,45,=,-3
97,-,21,=,76
48,+,70,=,118
62,*,92,=,5704
94,-,43,=,51
70,/,14,=,5
64,/,2,=,32
79,*,90,=,7110
8,*,76,=,608
36,*,56,=,2016
29,+,52,=,81
2,-,44,=,-42
97,*,81,=,7857
97,*,34,=,3298
81,/,3,=,27
87,+,17,=,104
70,+,4,=,74
61,+,99,=,160
25,/,25,=,1
70,*,8,=,560
94,+,88,=,182
32,*,82,=,2624
7,-,91,=,-84
95,/,1,=,95
22,/,1,=,22
95,*,32,=,3040
83,+,67,=,150
71,+,41,=,112
5,+,85,=,90
93,-,63,=,30
86,-,63,=,23
24,-,94,=,-70
21,-,73,=,-52
33,+,87,=,120
95,-,93,=,2
84,*,20,=,1680
57,+,75,=,132
66,-,66,=,0
52,*,44,=,2288
23,*,22,=,506
15,+,62,=,77
94,+,49,=,143
35,+,18,=,53
9,+,39,=,48
57,*,5,=,285
19,*,98,=,1862
58,+,41,=,99
11,/,1,=,11
56,/,28,=,2
69,+,14,=,83
83,*,99,=,8217
91,+,21,=,112
42,+,25,=,67
1,-,89,=,-88
62,+,28,=,90
45,-,71,=,-26
76,+,21,=,97
54,/,9,=,6
39,/,39,=,1
71,-,80,=,-9
5,*,22,=,110
25,-,88,=,-63
2,-,31,=,-29
87,-,4,=,83
34,*,92,=,3128
13,/,13,=,1
63,*,2,=,126
50,/,25,=,2
86,/,1,=,86
24,-,54,=,-30
21,+,5,=,26
97,*,10,=,970
98,*,24,=,2352
18,+,17,=,35
2,*,71,=,142
43,/,1,=,43
47,*,33,=,1551
90,-,6,=,84
22,*,68,=,1496
62,-,46,=,16
84,*,18,=,1512
91,/,91,=,1
13,+,5,=,18
71,/,71,=,1
66,+,45,=,111
97,/,1,=,97
37,/,37,=,1
27,*,27,=,729
18,-,69,=,-51
41,/,41,=,1
24,/,8,=,3
86,+,27,=,113
2,/,2,=,1
59,+,48,=,107
94,-,85,=,9
99,/,11,=,9
95,+,8,=,103
37,-,22,=,15
11,-,12,=,-1
16,/,1,=,16
83,*,81,=,6723
18,-,34,=,-16
5,/,5,=,1
55,*,86,=,4730
26,/,26,=,1
25,/,5,=,5
86,*,79,=,6794
83,-,38,=,45
77,-,35,=,42
44,-,31,=,13
40,-,5,=,35
75,*,59,=,4425
95,+,92,=,187
7,-,65,=,-58
7,/,1,=,7
36,*,43,=,1548
4,+,79,=,83
86,-,96,=,-10
20,-,64,=,-44
20,+,8,=,28
30,-,44,=,-14
84,+,97,=,181
48,/,16,=,3
85,-,49,=,36
21,-,48,=,-27
24,+,65,=,89
28,*,28,=,784
60,-,66,=,-6
99,+,14,=,113
37,+,17,=,54
41,*,13,=,533
22,/,1,=,22
88,+,21,=,109
1,-,42,=,-41
60,-,32,=,28
53,+,92,=,145
12,/,3,=,4
76,+,28,=,104
65,-,5,=,60
33,*,64,=,2112
15,-,67,=,-52
1,+,82,=,83
19,-,2,=,17
15,-,12,=,3
65,*,15,=,975
84,/,6,=,14
60,-,59,=,1
23,*,82,=,1886
56,-,44,=,12
59,+,32,=,91
14,/,1,=,14
66,*,71,=,4686
86,*,22,=,1892
48,+,49,=,97
66,-,15,=,51
89,-,47,=,42
7,+,58,=,65
22,-,76,=,-54
36,+,99,=,135
73,/,73,=,1
40,+,94,=,134
17,+,35,=,52
88,+,5,=,93
33,-,58,=,-25
15,*,19,=,285
52,+,47,=,99
38,*,17,=,646
93,-,95,=,-2
79,/,1,=,79
71,*,11,=,781
5,-,49,=,-44
2,+,81,=,83
53,*,44,=,2332
39,*,79,=,3081
92,*,42,=,3864
25,*,20,=,500
73,+,18,=,91
97,/,97,=,1
10,/,5,=,2
95,-,80,=,15
36,*,89,=,3204
13,*,36,=,468
38,-,69,=,-31
26,/,2,=,13
85,*,81,=,6885
48,+,83,=,131
22,*,83,=,1826
45,/,9,=,5
68,+,30,=,98
2,+,18,=,20
16,*,57,=,912
69,+,24,=,93
20,+,96,=,116
42,+,95,=,137
59,-,6,=,53
76,*,45,=,3420
65,*,67,=,4355
100,/,4,=,25
81,/,3,=,27
51,*,71,=,3621
49,+,69,=,118
42,+,10,=,52
48,+,100,=,148
51,-,78,=,-27
34,*,94,=,3196
38,/,38,=,1
36,/,9,=,4
57,-,53,=,4
57,-,41,=,16
50,*,23,=,1150
63,*,61,=,3843
15,-,55,=,-40
3,*,8,=,24
23,-,87,=,-64
15,-,77,=,-62
19,+,86,=,105
32,+,50,=,82
88,/,11,=,8
50,-,4,=,46
52,*,40,=,2080
66,/,11,=,6
81,*,12,=,972
27,+,10,=,37
8,-,94,=,-86
30,+,9,=,39
39,+,34,=,73
33,-,27,=,6
90,/,10,=,9
62,-,96,=,-34
10,-,22,=,-12
68,*,76,=,5168
87,/,87,=,1
91,+,14,=,105
25,+,30,=,55
99,-,85,=,14
58,/,58,=,1
57,*,60,=,3420
68,/,1,=,68
5,-,91,=,-86
75,+,87,=,162
30,-,26,=,4
83,-,7,=,76
58,+,84,=,142
85,*,67,=,5695
28,+,19,=,47
13,/,1,=,13
46,-,91,=,-45
40,+,27,=,67
91,/,13,=,7
40,-,61,=,-21
42,-,20,=,22
23,-,8,=,15
89,+,8,=,97
50,*,8,=,400
65,/,1,=,65
20,*,83,=,1660
97,*,36,=,3492
50,-,66,=,-16
100,/,25,=,4
81,-,11,=,70
81,*,74,=,5994
56,*,13,=,728
3,+,7,=,10
85,-,83,=,2
68,/,17,=,4
95,*,19,=,1805
54,/,2,=,27
80,+,81,=,161
76,-,33,=,43
43,*,37,=,1591
41,*,100,=,4100
79,*,64,=,5056
97,-,11,=,86
64,*,18,=,1152
71,*,94,=,6674
90,-,85,=,5
12,*,37,=,444
86,+,24,=,110
4,+,76,=,80
34,/,17,=,2
84,/,14,=,6
48,*,79,=,3792
25,*,60,=,1500
77,/,77,=,1
63,+,57,=,120
65,-,85,=,-20
43,/,1,=,43
47,*,85,=,3995
81,*,8,=,648
30,*,98,=,2940
12,-,96,=,-84
17,*,40,=,680
82,/,41,=,2
39,*,44,=,1716
72,*,94,=,6768
50,+,39,=,89
59,+,48,=,107
38,*,21,=,798
3,*,48,=,144
54,-,55,=,-1
30,*,42,=,1260
95,*,26,=,2470
69,/,3,=,23
80,+,81,=,161
18,/,18,=,1
25,-,53,=,-28
64,*,9,=,576
76,+,98,=,174
76,*,75,=,5700
27,*,54,=,1458
35,*,84,=,2940
94,*,68,=,6392
37,+,67,=,104
47,+,74,=,121
1,-,11,=,-10
9,+,55,=,64
92,/,1,=,92
3,+,62,=,65
28,+,80,=,108
6,/,6,=,1
65,/,1,=,65
57,+,85,=,142
57,+,13,=,70
88,*,15,=,1320
99,+,72,=,171
88,-,11,=,77
13,/,13,=,1
100,+,74,=,174
67,*,47,=,3149
26,-,7,=,19
76,/,38,=,2
67,*,11,=,737
31,+,2,=,33
66,*,21,=,1386
48,/,3,=,16
69,*,97,=,6693
48,-,80,=,-32
53,+,76,=,129
70,-,27,=,43
5,+,80,=,85
39,+,10,=,49
73,+,43,=,116
87,/,87,=,1
14,/,7,=,2
67,/,1,=,67
85,-,97,=,-12
44,+,68,=,112
90,/,9,=,10
70,/,35,=,2
28,/,4,=,7
87,-,49,=,38
52,-,33,=,19
94,*,75,=,7050
39,/,1,=,39
90,*,95,=,8550
20,+,92,=,112
38,-,54,=,-16
82,*,49,=,4018
76,+,40,=,116
64,-,67,=,-3
90,/,10,=,9
73,-,5,=,68
13,+,87,=,100
46,-,16,=,30
26,+,93,=,119
63,-,63,=,0
82,+,68,=,150
41,*,92,=,3772
92,-,4,=,88
50,/,1,=,50
42,-,36,=,6
44,+,75,=,119
15,/,5,=,3
16,+,58,=,74
62,-,93,=,-31
42,+,66,=,108
47,*,37,=,1739
63,*,1,=,63
5,/,1,=,5
92,/,92,=,1
61,/,61,=,1
13,/,1,=,13
69,+,28,=,97
55,/,11,=,5
19,-,2,=,17
79,*,71,=,5609
28,/,2,=,14
79,-,78,=,1
23,/,23,=,1
97,+,99,=,196
69,+,61,=,130
88,*,76,=,6688
24,-,89,=,-65
97,-,8,=,89
12,*,22,=,264
87,/,87,=,1
100,-,72,=,28
12,*,66,=,792
31,/,31,=,1
73,+,100,=,173
64,+,65,=,129
23,-,82,=,-59
31,*,45,=,1395
13,-,86,=,-73
7,+,64,=,71
39,*,50,=,1950
54,/,18,=,3
58,*,10,=,580
23,+,56,=,79
18,-,47,=,-29
35,/,35,=,1
37,*,89,=,3293
86,-,44,=,42
46,*,44,=,2024
44,+,68,=,112
80,-,93,=,-13
95,+,100,=,195
40,/,20,=,2
34,*,35,=,1190
76,*,71,=,5396
1,/,1,=,1
88,+,41,=,129
87,/,29,=,3
30,+,46,=,76
65,/,13,=,5
70,*,60,=,4200
72,-,64,=,8
25,*,64,=,1600
89,*,87,=,7743
33,+,32,=,65
34,+,14,=,48
30,-,32,=,-2
78,-,20,=,58
54,+,22,=,76
1,+,87,=,88
89,+,51,=,140
46,/,1,=,46
58,-,12,=,46
32,*,46,=,1472
42,/,6,=,7
75,-,78,=,-3
87,+,72,=,159
48,+,61,=,109
91,/,91,=,1
68,-,76,=,-8
22,/,11,=,2
51,+,78,=,129
35,*,34,=,1190
80,/,40,=,2
12,+,74,=,86
57,+,61,=,118
14,+,29,=,43
41,-,91,=,-50
60,+,51,=,111
96,/,4,=,24
93,/,93,=,1
68,/,34,=,2
60,/,12,=,5
65,+,13,=,78
50,*,72,=,3600
59,-,99,=,-40
29,/,1,=,29
36,+,20,=,56
65,+,46,=,111
76,/,4,=,19
44,+,90,=,134
85,+,4,=,89
53,+,92,=,145
3,/,3,=,1
5,-,35,=,-30
32,*,92,=,2944
45,-,4,=,41
69,-,89,=,-20
78,/,2,=,39
39,/,13,=,3
45,-,59,=,-14
75,*,21,=,1575
66,/,2,=,33
61,*,26,=,1586
10,-,47,=,-37
49,/,49,=,1
64,-,37,=,27
75,*,88,=,6600
15,+,47,=,62
24,/,8,=,3
81,/,1,=,81
49,+,88,=,137
98,/,1,=,98
27,-,27,=,0
99,*,7,=,693
1,*,6,=,6
78,/,13,=,6
62,-,5,=,57
14,/,7,=,2
31,*,45,=,1395
21,-,6,=,15
44,-,65,=,-21
58,-,85,=,-27
98,*,29,=,2842
85,-,19,=,66
28,/,4,=,7
38,*,44,=,1672
73,-,22,=,51
5,+,17,=,22
95,/,19,=,5
64,*,11,=,704
87,-,89,=,-2
49,/,7,=,7
84,/,21,=,4
53,-,68,=,-15
54,*,47,=,2538
75,*,17,=,1275
1,*,36,=,36
42,+,9,=,51
74,*,33,=,2442
88,-,43,=,45
88,*,93,=,8184
5,+,28,=,33
14,*,44,=,616
73,-,46,=,27
51,-,4,=,47
67,/,67,=,1
20,-,38,=,-18
92,/,92,=,1
45,*,73,=,3285
42,-,18,=,24
24,/,12,=,2
30,/,1,=,30
2,+,4,=,6
25,/,5,=,5
90,*,94,=,8460
66,*,59,=,3894
49,*,18,=,882
30,/,6,=,5
80,*,94,=,7520
65,/,5,=,13
100,+,97,=,197
91,-,79,=,12
82,*,64,=,5248
31,+,27,=,58
10,-,63,=,-53
81,*,21,=,1701
17,+,18,=,35
10,*,56,=,560
9,*,46,=,414
75,/,25,=,3
36,/,18,=,2
4,*,2,=,8
27,/,3,=,9
32,-,28,=,4
86,-,59,=,27
33,-,99,=,-66
22,+,7,=,29
38,*,54,=,2052
17,+,99,=,116
33,*,44,=,1452
91,*,51,=,4641
21,/,7,=,3
95,-,21,=,74
11,-,37,=,-26
17,*,46,=,782
84,-,11,=,73
17,-,73,=,-56
66,+,56,=,122
53,+,60,=,113
15,/,5,=,3
13,+,56,=,69
4,+,51,=,55
83,-,54,=,29
84,/,42,=,2
5,+,2,=,7
40,/,4,=,10
39,-,81,=,-42
15,-,23,=,-8
100,-,88,=,12
57,-,34,=,23
50,*,62,=,3100
54,/,54,=,1
48,+,75,=,123
6,*,71,=,426
68,/,4,=,17
56,-,4,=,52
16,-,27,=,-11
34,+,33,=,67
74,/,37,=,2
34,*,9,=,306
35,/,1,=,35
56,+,19,=,75
62,/,1,=,62
17,/,1,=,17
52,-,21,=,31
12,+,55,=,67
98,/,49,=,2
88,/,4,=,22
57,+,86,=,143
42,+,82,=,124
25,+,90,=,115
90,*,8,=,720
71,/,71,=,1
83,-,90,=,-7
24,+,99,=,123
43,*,22,=,946
92,+,42,=,134
91,*,6,=,546
37,/,1,=,37
78,-,47,=,31
41,-,12,=,29
69,/,3,=,23
92,+,100,=,192
18,*,17,=,306
30,*,66,=,1980
57,*,65,=,3705
48,/,8,=,6
36,+,44,=,80
18,/,2,=,9
37,-,84,=,-47
7,+,19,=,26
2,*,50,=,100
41,-,72,=,-31
58,*,28,=,1624
31,*,3,=,93
38,/,2,=,19
27,-,36,=,-9
76,*,48,=,3648
91,-,43,=,48
91,*,37,=,3367
45,+,44,=,89
96,-,60,=,36
81,-,67,=,14
62,+,91,=,153
44,/,1,=,44
79,-,82,=,-3
27,/,9,=,3
4,+,9,=,13
30,/,10,=,3
79,-,96,=,-17
75,/,5,=,15
1,*,26,=,26
38,*,45,=,1710
35,*,16,=,560
74,/,2,=,37
43,+,100,=,143
48,+,56,=,104
14,-,77,=,-63
22,-,89,=,-67
79,-,93,=,-14
12,-,41,=,-29
17,+,69,=,86
49,*,17,=,833
61,*,39,=,2379
63,+,96,=,159
53,-,64,=,-11
39,*,53,=,2067
33,*,28,=,924
45,+,34,=,79
90,+,41,=,131
20,+,63,=,83
67,*,81,=,5427
45,-,50,=,-5
46,+,72,=,118
91,*,39,=,3549
26,*,52,=,1352
3,/,1,=,3
27,+,37,=,64
32,-,59,=,-27
97,-,74,=,23
44,-,69,=,-25
88,+,76,=,164
99,-,74,=,25
2,/,2,=,1
99,*,60,=,5940
70,+,100,=,170
59,*,98,=,5782
12,/,3,=,4
32,+,12,=,44
53,*,10,=,530
32,/,1,=,32
1,-,23,=,-22
76,+,26,=,102
51,/,3,=,17
32,-,75,=,-43
16,+,89,=,105
77,/,7,=,11
27,-,81,=,-54
32,+,38,=,70
43,/,1,=,43
90,-,90,=,0
62,-,21,=,41
16,+,59,=,75
77,+,92,=,169
89,/,1,=,89
63,+,25,=,88
87,-,62,=,25
1,-,57,=,-56
82,/,2,=,41
48,+,66,=,114
21,+,88,=,109
45,-,84,=,-39
86,*,66,=,5676
71,/,71,=,1
31,/,1,=,31
70,+,2,=,72
31,/,1,=,31
82,+,5,=,87
29,*,11,=,319
73,+,88,=,161
17,-,88,=,-71
83,/,1,=,83
99,/,9,=,11
88,+,67,=,155
50,*,36,=,1800
33,-,52,=,-19
75,*,35,=,2625
54,+,70,=,124
97,/,97,=,1
15,-,88,=,-73
76,/,76,=,1
6,-,58,=,-52
37,/,37,=,1
63,+,95,=,158
92,+,23,=,115
69,-,12,=,57
5,-,39,=,-34
53,+,89,=,142
66,-,74,=,-8
48,/,12,=,4
3,+,46,=,49
30,*,26,=,780
98,-,95,=,3
59,*,6,=,354
17,*,100,=,1700
45,+,93,=,138
11,*,18,=,198
29,-,78,=,-49
23,*,34,=,782
11,+,64,=,75
71,-,82,=,-11
90,-,33,=,57
21,-,18,=,3
1,-,84,=,-83
64,+,51,=,115
5,*,1,=,5
46,+,44,=,90
66,*,70,=,4620
75,/,3,=,25
4,/,2,=,2
36,*,96,=,3456
12,/,3,=,4
25,*,32,=,800
53,+,98,=,151
33,+,33,=,66
59,*,98,=,5782
50,-,54,=,-4
82,*,77,=,6314
28,+,4,=,32
33,+,70,=,103
73,-,47,=,26
59,+,7,=,66
13,+,62,=,75
28,*,22,=,616
49,*,44,=,2156
52,/,13,=,4
16,*,29,=,464
55,/,1,=,55
28,*,38,=,1064
18,/,1,=,18
43,*,99,=,4257
33,-,17,=,16
89,-,88,=,1
19,*,19,=,361
58,-,64,=,-6
94,+,77,=,171
49,-,57,=,-8
23,+,93,=,116
47,/,1,=,47
47,*,42,=,1974
4,*,92,=,368
59,*,30,=,1770
9,/,1,=,9
55,+,31,=,86
34,+,64,=,98
23,*,67,=,1541
88,*,41,=,3608
29,-,26,=,3
67,+,77,=,144
93,+,67,=,160
59,-,17,=,42
60,*,37,=,2220
96,+,39,=,135
19,-,46,=,-27
74,/,1,=,74
62,/,1,=,62
64,/,16,=,4
10,*,8,=,80
3,/,3,=,1
64,+,56,=,120
90,+,27,=,117
18,+,9,=,27
14,/,7,=,2
84,/,6,=,14
73,-,70,=,3
77,/,1,=,77
16,+,99,=,115
73,*,76,=,5548
7,+,72,=,79
46,/,23,=,2
30,/,3,=,10
94,*,11,=,1034
91,+,41,=,132
51,-,4,=,47
85,+,47,=,132
58,/,1,=,58
19,+,72,=,91
50,+,32,=,82
75,*,59,=,4425
21,*,99,=,2079
99,+,37,=,136
8,*,36,=,288
6,+,20,=,26
52,-,62,=,-10
25,-,59,=,-34
15,-,77,=,-62
22,/,22,=,1
34,/,17,=,2
94,+,28,=,122
27,/,9,=,3
57,+,44,=,101
11,-,37,=,-26
61,/,61,=,1
85,+,50,=,135
90,-,78,=,12
99,*,79,=,7821
35,*,74,=,2590
26,*,60,=,1560
47,+,21,=,68
88,-,66,=,22
20,-,57,=,-37
78,-,25,=,53
25,+,5,=,30
77,/,11,=,7
73,/,73,=,1
38,*,46,=,1748
58,+,54,=,112
86,/,2,=,43
1,*,52,=,52
16,-,99,=,-83
84,/,28,=,3
73,/,1,=,73
54,-,37,=,17
72,+,37,=,109
46,-,60,=,-14
5,-,100,=,-95
57,-,11,=,46
17,*,27,=,459
53,*,93,=,4929
5,*,9,=,45
81,+,7,=,88
49,/,7,=,7
3,/,1,=,3
2,*,4,=,8
46,/,46,=,1
12,*,66,=,792
28,/,14,=,2
85,-,68,=,17
21,+,20,=,41
17,-,61,=,-44
49,/,7,=,7
32,-,49,=,-17
1,-,51,=,-50
99,/,1,=,99
76,*,96,=,7296
9,/,1,=,9
80,*,27,=,2160
15,/,5,=,3
40,*,22,=,880
96,*,60,=,5760
44,/,4,=,11
22,/,22,=,1
82,-,95,=,-13
100,-,69,=,31
82,*,10,=,820
56,+,73,=,129
61,-,85,=,-24
100,/,4,=,25
42,+,54,=,96
37,*,63,=,2331
76,/,38,=,2
2,/,2,=,1
73,/,73,=,1
18,/,6,=,3
70,*,23,=,1610
16,/,1,=,16
94,+,69,=,163
5,*,31,=,155
14,*,88,=,1232
79,*,8,=,632
72,-,71,=,1
73,-,21,=,52
53,/,53,=,1
28,*,93,=,2604
55,*,83,=,4565
84,-,7,=,77
17,-,42,=,-25
83,*,19,=,1577
28,-,35,=,-7
26,+,32,=,58
39,+,35,=,74
74,*,91,=,6734
46,/,46,=,1
27,-,7,=,20
4,-,67,=,-63
84,*,51,=,4284
1,*,77,=,77
60,*,87,=,5220
24,+,89,=,113
17,+,52,=,69
64,/,32,=,2
34,*,45,=,1530
74,*,97,=,7178
48,*,7,=,336
89,/,89,=,1
43,/,1,=,43
41,-,49,=,-8
76,*,1,=,76
26,*,76,=,1976
64,+,31,=,95
95,+,48,=,143
42,*,72,=,3024
15,/,3,=,5
80,/,80,=,1
12,+,80,=,92
18,/,1,=,18
19,/,19,=,1
85,+,23,=,108
1,-,9,=,-8
9,+,81,=,90
37,*,27,=,999
68,*,79,=,5372
41,/,1,=,41
92,+,59,=,151
14,+,91,=,105
56,-,17,=,39
92,/,2,=,46
74,*,84,=,6216
33,+,88,=,121
19,*,81,=,1539
20,/,4,=,5
2,*,83,=,166
25,/,5,=,5
79,-,22,=,57
72,*,38,=,2736
76,+,71,=,147
35,-,35,=,0
46,/,1,=,46
60,*,4,=,240
48,*,47,=,2256
73,-,62,=,11
80,/,20,=,4
13,/,1,=,13
52,+,88,=,140
81,/,1,=,81
82,+,51,=,133
62,-,83,=,-21
18,+,44,=,62
37,+,22,=,59
87,/,3,=,29
12,-,61,=,-49
91,/,1,=,91
77,*,62,=,4774
62,/,2,=,31
62,+,51,=,113
9,*,98,=,882
82,+,96,=,178
89,*,49,=,4361
67,*,23,=,1541
92,/,1,=,92
24,+,24,=,48
11,/,11,=,1
28,-,33,=,-5
1,+,77,=,78
68,*,11,=,748
42,/,42,=,1
21,+,54,=,75
40,/,20,=,2
91,+,52,=,143
73,-,27,=,46
91,/,7,=,13
97,*,42,=,4074
59,+,85,=,144
64,-,24,=,40
65,-,87,=,-22
9,*,6,=,54
87,+,74,=,161
96,*,6,=,576
10,-,98,=,-88
74,-,87,=,-13
42,+,69,=,111
26,*,45,=,1170
11,/,1,=,11
64,+,46,=,110
5,/,1,=,5
62,-,5,=,57
52,+,33,=,85
2,+,63,=,65
28,-,68,=,-40
49,/,1,=,49
92,-,84,=,8
61,/,1,=,61
35,/,35,=,1
2,/,1,=,2
54,/,3,=,18
31,-,28,=,3
32,+,5,=,37
82,*,93,=,7626
40,/,10,=,4
72,/,24,=,3
63,/,3,=,21
9,-,30,=,-21
43,*,69,=,2967
2,/,1,=,2
61,/,1,=,61
40,+,58,=,98
37,+,70,=,107
58,*,35,=,2030
90,-,91,=,-1
67,/,67,=,1
54,/,9,=,6
28,-,20,=,8
34,/,34,=,1
62,-,94,=,-32
48,-,78,=,-30
82,/,82,=,1
46,/,2,=,23
39,*,78,=,3042
32,*,100,=,3200
47,-,65,=,-18
50,+,7,=,57
38,+,16,=,54
40,/,20,=,2
86,*,18,=,1548
81,*,90,=,7290
30,*,14,=,420
95,*,94,=,8930
77,*,12,=,924
49,+,39,=,88
69,/,1,=,69
44,+,50,=,94
58,+,46,=,104
94,/,1,=,94
57,/,1,=,57
5,-,90,=,-85
76,*,41,=,3116
17,/,1,=,17
22,*,57,=,1254
70,*,56,=,3920
40,+,34,=,74
26,/,13,=,2
72,+,35,=,107
78,-,32,=,46
74,-,71,=,3
6,+,100,=,106
89,/,89,=,1
17,-,33,=,-16
79,+,7,=,86
9,/,3,=,3
69,+,12,=,81
7,/,1,=,7
35,-,35,=,0
51,+,49,=,100
86,-,50,=,36
26,/,13,=,2
39,/,1,=,39
11,+,53,=,64
99,/,1,=,99
2,/,2,=,1
10,/,1,=,10
32,*,56,=,1792
60,/,5,=,12
39,/,13,=,3
27,*,12,=,324
22,/,2,=,11
27,+,93,=,120
83,*,26,=,2158
3,/,3,=,1
31,+,20,=,51
100,/,25,=,4
83,*,30,=,2490
82,*,81,=,6642
60,+,99,=,159
